日期,股票代號,開盤價,收盤價,收盤-開盤,最高價,最低價,日振幅,成交量,量增率(%),5日均量,5日最大量_日期,5日最大量,10日均量,10日最大量_日期,10日最大量,20日均量,20日最大量_日期,20日最大量,實體(漲跌率),上影(%),上影/實體,下影(%),下影/實體,跳空缺口,5日平均,10日平均,20日平均,5日乖離,10日乖離,20日乖離,總成交金額(億),法人總買超(億),買超-外資(億),買超-投信(億),買超-自營商(億),買超-融資(億),資金走向,資金走向判讀
2025-08-13,TAIEX,24232.04,24370.02,137.97999999999956,24406.94,24172.19,234.75,8864976375,,,,,,,,,,,0.005694114073763478,0.0015126845069475426,0.26757501087112895,0.002475985833306878,0.43375851572693414,,,,,,,,5738.73489672,84.1123461,70.36580411,-15.02399863,28.77054062,,,
2025-08-14,TAIEX,24258.5,24238.1,-20.400000000001455,24389.51,24198.88,190.62999999999738,7941972349,-0.10411804690229645,,,,,,,,,,-0.0008409423501041472,0.005371571630590299,6.422058823528875,0.0016207361663018091,1.9225490196075847,,,,,,,,4866.03622585,-26.21008838,-44.60109509,-20.45083709,38.8418438,26.534059999999954,-20.72397162000141,偏重小型股(空)
2025-08-15,TAIEX,24266.23,24334.48,68.25,24385.56,24164.43,221.13000000000102,7913302231,-0.0036099493602001712,,,,,,,,,,0.0028125506104574134,0.002094682262781816,0.748424908424934,0.004212803695348878,1.491575091575081,,,,,,,,4542.17776031,45.92053654,53.73846115,-33.56859132,25.750666709999997,32.86270999999988,-10.53324653999988,偏重小型股(空)
2025-08-18,TAIEX,24272.55,24482.52,209.97000000000116,24515.65,24257.3,258.3500000000022,8459665044,0.06904359230204157,,,,,,,,,,0.008650512616103424,0.001351381668444484,0.15778444539696546,0.0006286767282426321,0.07262942325094021,,,,,,,,4578.68280041,63.78491052,46.38950093,17.31672993,0.0786796600000006,15.696100000000115,130.48898948000107,偏重大型股(多)
2025-08-19,TAIEX,24493.92,24353.5,-140.41999999999825,24551.42,24324.29,227.12999999999738,8279842992,-0.021256403304943904,8291951798.2,2025-08-13,8864976375.0,,,,,,,-0.005732851254515336,0.002342023394166203,0.409485828229602,0.001200857250098528,0.20801880074063162,,24355.724,,,-9.131323708539073e-05,,,4778.89208524,-187.59116621,-110.07665546,-16.42414216,-61.09036859,3.0321399999997993,44.13902621000196,偏重大型股(多)
2025-08-20,TAIEX,24309.27,23625.44,-683.8300000000017,24309.27,23620.24,689.0299999999988,8611743600,0.04008537460440772,8241305243.2,2025-08-20,8611743600.0,,,,,,,-0.028130421028685838,0.0,0.0,0.00022015017628936409,0.007604229121268556,-44.22999999999956,24206.807999999997,,,-0.02401671463664266,,,5722.37896405,-690.28137637,-626.68571933,-27.34736666,-36.24829038,-12.57739999999967,19.0287763699979,偏重大型股(多)
2025-08-21,TAIEX,23739.83,23962.13,222.29999999999927,24011.5,23739.83,271.66999999999825,6990398614,-0.18827139558590666,8050990496.2,2025-08-20,8611743600.0,,,,,,,0.009364009767550958,0.002056098119650958,0.22208726945568666,0.0,0.0,,24151.614,,,-0.007845604024642011,,,4206.7385506,-60.683256,-100.78910548,16.04056355,24.06528593,27.67744999999968,255.3058059999996,偏重大型股(多)
2025-08-22,TAIEX,24033.02,23764.47,-268.5499999999993,24071.65,23764.47,307.1800000000003,6571719689,-0.059893426415124885,7782673987.8,2025-08-20,8611743600.0,,,,,,,-0.011174209483452319,0.0016047923594768542,0.14384658350400717,0.0,0.0,,24037.612,,,-0.011363108781354813,,,3697.32364563,-185.88523469,-163.97993687,-11.63084639,-10.27445143,-1.6186999999999898,-81.04606530999928,偏重小型股(空)
2025-08-25,TAIEX,24108.81,24277.38,168.5699999999997,24362.02,24108.75,253.27000000000044,7201907890,0.09589395634978673,7531122557.0,2025-08-20,8611743600.0,,,,,,,0.006992049794245328,0.0034742603445855236,0.5021059500504216,2.4887229740782774e-06,0.00035593521979776813,75.79000000000087,23996.584000000003,,,0.011701498846669111,,,4318.2564454,330.8039809,241.14791914,32.3160625,57.33999926,23.89399000000003,-186.12797090000032,偏重小型股(空)
2025-08-26,TAIEX,24237.36,24305.1,67.73999999999796,24382.42,24113.03,269.3899999999994,8259451660,0.14684216823550628,7527044290.6,2025-08-20,8611743600.0,7909498044.4,2025-08-13,8864976375.0,,,,0.0027948588460128478,0.0031711372374030023,1.1414230882787428,0.005156133426616305,1.835400059049387,,23986.904000000002,24171.314000000002,,0.013265405156080011,0.005534908031892532,,5320.63118603,-136.09501837,-145.08100864,-24.25226828,33.23825855,13.26854000000003,190.56647836999792,偏重大型股(多)
2025-08-27,TAIEX,24449.81,24519.9,70.09000000000015,24539.88,24410.08,129.79999999999927,7675360712,-0.07071788443641064,7339767713.0,2025-08-26,8259451660.0,7790536478.1,2025-08-20,8611743600.0,,,,0.0028666889435950684,0.000814184910439642,0.2850620630617709,0.0016276063003480348,0.5668426309031172,144.71000000000276,24165.796000000002,24186.302000000003,,0.014653107226428598,0.013792848530544194,,4673.02614203,74.69544072,-19.47570889,-16.47591422,110.64706383000001,30.44995000000017,-35.05539072000002,偏重小型股(空)
2025-08-28,TAIEX,24468.12,24236.45,-231.66999999999825,24502.37,24236.45,265.91999999999825,7619400963,-0.007290829851489591,7465568182.8,2025-08-26,8259451660.0,7758279339.5,2025-08-20,8611743600.0,,,,-0.009468238671381302,0.0013978239656000624,0.14783959943022515,0.0,0.0,,24220.66,24186.137,,0.000651922779973827,0.0020802412555589976,,4491.97099212,-136.2945374,-95.20531049,-27.60035692,-13.488869990000001,19.263590000000022,-114.63905259999828,偏重小型股(空)
2025-08-29,TAIEX,24438.03,24233.1,-204.9300000000003,24570.15,24233.1,337.0500000000029,7716714041,0.01277174917983116,7694567053.2,2025-08-26,8259451660.0,7738620520.5,2025-08-20,8611743600.0,,,,-0.008385700484040665,0.005377256549105423,0.644707949055787,0.0,0.0,,24314.386,24175.999,,-0.0033431236963993275,0.002361887920329528,,4783.48167874,-86.36365019,-86.35002338,-3.35109173,3.3374649200000004,20.950329999999667,-139.51667980999997,偏重小型股(空)
2025-09-01,TAIEX,24143.37,24071.73,-71.63999999999942,24312.83,23885.41,427.4200000000019,7882519521,0.02148653936365296,7830689379.4,2025-08-26,8259451660.0,7680905968.2,2025-08-20,8611743600.0,,,,-0.0029672742454760633,0.006969982515404531,2.3654383026242902,0.007800577842289486,2.600781686208839,,24273.256,24134.920000000002,,-0.008302388439359007,-0.0026181980300743622,,5225.38354934,-215.93857824,-76.66900296,-30.59842787,-108.67114740999999,-31.80284999999958,176.10142824000016,偏重大型股(多)
2025-09-02,TAIEX,24113.9,24016.78,-97.12000000000262,24295.03,23890.33,404.6999999999971,6868073676,-0.1286956337117075,7552413782.6,2025-09-01,7882519521.0,7539729036.6,2025-08-20,8611743600.0,,,,-0.0040275525734121236,0.0074554343007601715,1.8650123558483576,0.005292936514480841,1.3019975288302479,,24215.591999999997,24101.248,,-0.008210082165242877,-0.0035047147765958327,,4202.49878093,10.96898955,77.8623953,-61.0268347,-5.86657105,-1.3441000000002532,-106.74488955000237,偏重小型股(空)
2025-09-03,TAIEX,24036.88,24100.3,63.419999999998254,24103.23,23925.49,177.73999999999796,6215237843,-0.09505370265337847,7260389208.8,2025-09-01,7882519521.0,7300078460.9,2025-08-26,8259451660.0,,,,0.002638445588612093,0.00012156047135592579,0.04619993692841961,0.004655704021108843,1.7563859981078915,,24131.672,24148.734,,-0.0013000342454513468,-0.0020056537953501456,,3751.54827165,99.82870499,81.99762036,-6.37699825,24.20808288,20.203939999999875,-56.61264499000163,偏重小型股(空)
2025-09-04,TAIEX,24235.27,24179.85,-55.42000000000189,24389.35,24168.16,221.1899999999987,7455297262,0.1995192220031667,7227568468.6,2025-09-01,7882519521.0,7346568325.7,2025-08-26,8259451660.0,,,,-0.002286749848464733,0.0063175115367977465,2.780223745939965,0.00048369424896221684,0.2109346806206837,79.54999999999927,24120.352,24170.506,,0.0024667135869327114,0.00038658685920755327,,4505.47881333,116.33833868,118.08136125,-15.45453579,13.71151322,5.087550000000192,-176.84588868000208,偏重小型股(空)
2025-09-05,TAIEX,24244.26,24494.58,250.32000000000335,24494.58,24244.26,250.32000000000335,6973379276,-0.06464101551743062,7078901515.6,2025-09-01,7882519521.0,7386734284.4,2025-08-26,8259451660.0,,,,0.010324918145573566,0.0,0.0,0.0,0.0,,24172.648,24243.517,,0.013318027880106503,0.010355881945676526,,4265.69974111,330.24810722,282.81116909,-4.33975608,51.77669421,29.403260000000046,-109.33136721999671,偏重小型股(空)
2025-09-08,TAIEX,24610.85,24547.38,-63.469999999997526,24729.96,24547.38,182.5799999999981,7768998687,0.11409381011846745,7056197348.8,2025-09-08,7768998687.0,7443443364.1,2025-08-26,8259451660.0,,,,-0.00257894383981039,0.004816425097331357,1.876634630534193,0.0,0.0,52.79999999999927,24267.778000000002,24270.517,,0.011521532791341627,0.011407379579100074,,4431.85374596,159.96611405,146.18525216,-12.20126071,25.9821226,20.284589999999753,-243.72070404999727,偏重小型股(空)
2025-09-09,TAIEX,24650.46,24855.18,204.72000000000116,24880.07,24650.46,229.61000000000058,8091742979,0.04154258547373082,7300931209.4,2025-09-09,8091742979.0,7426672496.0,2025-09-09,8091742979.0,7668085270.2,2025-08-13,8864976375.0,0.008304916013737722,0.0010003991146326928,0.12158069558420904,0.0,0.0,,24435.458000000002,24325.525,24248.4195,0.017176760100015228,0.021773630784947037,0.025022682406166733,5125.34389842,385.26893843,356.53694959,-17.82067231,46.55266115,10.265940000000228,-190.81487842999906,偏重小型股(空)
2025-09-10,TAIEX,25032.88,25192.59,159.70999999999913,25272.23,25032.88,239.34999999999854,8693632992,0.07438323418848669,7796610239.2,2025-09-10,8693632992.0,7528499724.0,2025-09-10,8693632992.0,7659518101.05,2025-09-10,8693632992.0,0.0063800090121471885,0.003151285027083064,0.4986538100306797,0.0,0.0,177.70000000000073,24653.916,24392.794,24289.548,0.021849429518620858,0.03278820786171516,0.03717821344390605,5404.70187649,576.74044343,489.47944283,-27.2738524,114.534853,24.260310000000118,-441.290753430001,偏重小型股(空)
2025-09-11,TAIEX,25509.3,25215.71,-293.59000000000015,25541.44,25174.13,367.3099999999977,9553641157,0.09892390969246014,8216279018.2,2025-09-11,9553641157.0,7721923743.4,2025-09-11,9553641157.0,7740101541.45,2025-09-11,9553641157.0,-0.011509135883775726,0.001258347219264044,0.10947239347389012,0.0016516956097389704,0.14162607718245884,,24861.088,24490.72,24338.4285,0.014264138399735338,0.02960264132700051,0.036045116881724605,6094.94103234,285.01291028,329.99661731,-62.71656501,17.73285798,-41.08273000000008,-537.5201802800001,偏重小型股(空)
2025-09-12,TAIEX,25349.7,25474.64,124.93999999999869,25492.28,25349.7,142.5799999999981,7830621434,-0.1803521500006869,8387727449.8,2025-09-11,9553641157.0,7733314482.7,2025-09-11,9553641157.0,7735967501.6,2025-09-11,9553641157.0,0.0049286579328354455,0.0006919741976786469,0.14118777012965905,0.0,0.0,,25057.1,24614.874,24395.436500000003,0.01666354047355843,0.034928718302600276,0.0442379254005148,4950.51339127,256.70421666,265.38500007,-58.10072034,49.41993693,-2.3989999999998872,-129.3652166600014,偏重小型股(空)
2025-09-15,TAIEX,25494.1,25357.16,-136.9399999999987,25519.94,25284.17,235.77000000000044,6958333955,-0.11139441311932026,8225594503.4,2025-09-11,9553641157.0,7640895926.1,2025-09-11,9553641157.0,7660900947.15,2025-09-11,9553641157.0,-0.005371438881937338,0.0010125415655366018,0.18869577917336347,0.002886786475490459,0.5330071564188864,,25219.056,24743.416999999998,24439.1685,0.005476176427856751,0.02480429441091351,0.03756230495321476,4078.91369036,-47.03837224,25.46248589,-82.46829092,9.96743279,-14.042320000000018,-75.85930775999867,偏重小型股(空)
2025-09-16,TAIEX,25335.46,25629.64,294.1800000000003,25664.81,25335.46,329.3500000000022,7560459055,0.08653294077202708,8119337718.6,2025-09-11,9553641157.0,7710134464.0,2025-09-11,9553641157.0,7624931750.3,2025-09-11,9553641157.0,0.011611393675109917,0.0013703588688169478,0.11955265483718083,0.0,0.0,,25373.947999999997,24904.703,24502.9755,0.010076949791179629,0.029108437872156036,0.04598072181070413,4551.07630117,235.9128667,270.03531062,-45.13790695,11.015463030000001,16.460249999999633,41.80688330000066,偏重大型股(多)
2025-09-17,TAIEX,25543.91,25438.25,-105.65999999999985,25632.07,25422.96,209.11000000000058,7849906030,0.038284312221567876,7950592326.2,2025-09-11,9553641157.0,7873601282.7,2025-09-11,9553641157.0,7586839871.8,2025-09-11,9553641157.0,-0.0041364066816708895,0.003439441293660631,0.8343744084800301,0.0006014248537542786,0.14470944539088487,,25423.079999999998,25038.498,24593.616,0.0005967018944990888,0.015965494415839176,0.034343628037454846,4396.87060953,-116.34659183,-57.34012058,-53.14277279,-5.86369846,-9.874599999999646,20.561191829999785,偏重大型股(多)
2025-09-18,TAIEX,25543.17,25769.36,226.19000000000233,25769.36,25475.25,294.1100000000006,8339290249,0.06234268501173383,7707722144.6,2025-09-18,8339290249.0,7962000581.4,2025-09-11,9553641157.0,7654284453.55,2025-09-11,9553641157.0,0.008855204737704927,0.0,0.0,0.002666117113669081,0.30027852690215107,,25533.809999999998,25197.449,24683.9775,0.009225023605956296,0.022697178591372484,0.043971134716842115,4673.74300986,172.28408262,121.53720716,-49.87795065,100.62482610999999,19.393529999999828,34.51238738000251,偏重大型股(多)
2025-09-19,TAIEX,25794.66,25578.37,-216.29000000000087,25864.01,25578.37,285.6399999999994,9787714693,0.17368677678219518,8099140796.4,2025-09-19,9787714693.0,8243434123.1,2025-09-19,9787714693.0,7815084203.75,2025-09-19,9787714693.0,-0.008385068847583216,0.0026813320904221175,0.3206343335336736,0.0,0.0,,25554.556,25305.828,24774.6725,0.0009318886229132092,0.01076993015205816,0.03244028755576883,6196.94769912,-122.67657124,-157.45036443,-19.37327805,54.14707124,20.261959999999817,-113.87538876000069,偏重小型股(空)
2025-09-22,TAIEX,25599.6,25880.6,281.0,25887.69,25599.6,288.09000000000015,7847993700,-0.19817915150175497,8277072745.4,2025-09-19,9787714693.0,8251333624.4,2025-09-19,9787714693.0,7847388494.25,2025-09-19,9787714693.0,0.01097673401146893,0.00027387534384103586,0.025231316725979166,0.0,0.0,,25659.244,25439.15,24854.8335,0.00862675455286211,0.017353174143003875,0.041270302615384565,4820.61403631,-41.51157011,-66.50808558,-52.64117265,77.63768812,36.23610000000008,286.2754701099999,偏重大型股(多)
2025-09-23,TAIEX,26121.0,26247.37,126.36999999999898,26307.3,26041.69,265.6100000000006,8950246446,0.14045025877123218,8555030223.6,2025-09-19,9787714693.0,8337183971.1,2025-09-19,9787714693.0,7881928233.55,2025-09-19,9787714693.0,0.004837869913096703,0.002278074906964998,0.4742423043443917,0.0030455012712309114,0.6276014876948797,240.40000000000146,25782.789999999997,25578.369,24951.947,0.01801899639255495,0.026154951474818437,0.051916710146907526,5470.0484744,122.74599104,106.38719207,-15.69628564,32.05508461,3.429239999999936,0.19476895999903832,偏重大型股(多)
2025-09-24,TAIEX,26389.16,26196.73,-192.4300000000003,26394.03,26045.47,348.5599999999977,7897848080,-0.1175831718544837,8564618633.6,2025-09-19,9787714693.0,8257605479.9,2025-09-19,9787714693.0,7893052601.95,2025-09-19,9787714693.0,-0.007292009294725572,0.00018451142171161362,0.025307904172940675,0.0058075358210083515,0.786052070882909,,25934.485999999997,25678.783,25035.788500000002,0.010111787062215247,0.020170231587688565,0.0463712776611768,5151.87636594,-145.65959202,-129.50186461,-85.66887088,69.51114347000001,18.49413000000004,-65.26453798000034,偏重小型股(空)
2025-09-25,TAIEX,26067.97,26023.85,-44.12000000000262,26247.85,26023.85,224.0,8846470892,0.1201115547413771,8666054762.2,2025-09-19,9787714693.0,8186888453.4,2025-09-19,9787714693.0,7954406098.4,2025-09-19,9787714693.0,-0.00169249849527994,0.0068531327327761085,4.077062556663344,0.0,0.0,,25985.384,25759.597,25125.158499999998,0.0014802936912535274,0.010258429120610736,0.03576859027575889,5032.04151623,53.82828825,1.06720086,-17.41264243,70.17372982,6.144790000000285,-104.0930782500029,偏重小型股(空)
2025-09-26,TAIEX,25998.28,25580.32,-417.9599999999991,25998.28,25469.04,529.239999999998,8334201118,-0.05790668168741203,8375352047.2,2025-09-23,8950246446.0,8237246421.8,2025-09-19,9787714693.0,7985280452.25,2025-09-19,9787714693.0,-0.016076448134261158,0.0,0.0,0.004369226323410652,0.26624557373911156,-25.56999999999971,25985.773999999998,25770.165,25192.5195,-0.015602921814066341,-0.007366852327100007,0.015393478210863397,5000.52396638,-353.35558189,-251.57852509,-56.52013477,-45.25692203,-37.177540000000135,-27.426878109998995,偏重小型股(空)
2025-09-30,TAIEX,25738.31,25820.54,82.22999999999956,25975.84,25738.31,237.52999999999884,6699602406,-0.19613142145917675,8145673788.4,2025-09-23,8950246446.0,8211373266.9,2025-09-19,9787714693.0,7926134596.5,2025-09-19,9787714693.0,0.0031948484574161845,0.005978632452309503,1.8886051319469792,0.0,0.0,,25973.762,25816.503,25279.96,-0.00589910695262388,0.00015637284414547786,0.021383736366671537,4552.96213373,132.42429356,65.50967708,6.96563422,59.94898226,38.82308000000012,-89.01737356000055,偏重小型股(空)
2025-10-01,TAIEX,26078.29,25982.91,-95.38000000000102,26325.79,25982.91,342.880000000001,7679791251,0.14630552465653288,7891582749.4,2025-09-25,8846470892.0,8223306486.5,2025-09-19,9787714693.0,7966720475.25,2025-09-19,9787714693.0,-0.0036574483986488767,0.009401427269609002,2.594883623401105,0.0,0.0,162.36999999999898,25920.870000000003,25851.829999999998,25378.2665,0.0023934381832090216,0.005070434085324008,0.023825248269025715,4688.40061902,165.95101819,126.64964009,6.33133899,32.97003911,8.075309999999718,-269.40632819000075,偏重小型股(空)
2025-10-02,TAIEX,26392.31,26378.39,-13.920000000001892,26489.79,26330.25,159.54000000000087,8085314896,0.05280399320062196,7929076112.6,2025-09-25,8846470892.0,8246847373.1,2025-09-19,9787714693.0,8060224327.9,2025-09-19,9787714693.0,-0.0005274263601784721,0.003679908372244535,7.002873563217408,0.0018283153407202522,3.4583333333328214,300.09999999999854,25957.201999999997,25945.844,25492.171,0.016226248114107288,0.016671109253566716,0.03476435961456562,5066.83446386,324.6998802,234.09818512,2.37157488,88.2301202,27.477560000000267,-366.09744020000215,偏重小型股(空)
2025-10-03,TAIEX,26435.1,26761.06,325.96000000000276,26761.06,26410.03,351.0300000000025,7784825692,-0.03716481149653914,7716747072.6,2025-09-26,8334201118.0,8191400917.4,2025-09-19,9787714693.0,8076700749.4,2025-09-19,9787714693.0,0.012330575636180788,0.0,0.0,0.0009492605650201726,0.07691127745735518,,26104.644,26045.014000000003,25621.2315,0.02514556413793657,0.02749263256299261,0.044487654701531404,4800.9557607,213.20756058,169.59990133,-16.89575342,60.50341267,28.948829999999816,83.80360942000294,偏重大型股(多)
2025-10-07,TAIEX,27029.28,27211.95,182.6700000000019,27301.42,27017.08,284.3399999999965,9348656371,0.20088191320803178,7919638123.2,2025-10-07,9348656371.0,8147495085.2,2025-10-07,9348656371.0,8195464604.15,2025-09-19,9787714693.0,0.006758226634227841,0.0032771189190891,0.4897903322931877,0.0004515661944220874,0.0667871024251216,268.2199999999975,26430.97,26208.372,25757.1,0.02954791292184886,0.038292267829531774,0.056483455047346254,5757.80610445,53.32127226,6.76562801,-67.12400915,113.6796534,13.465509999999995,115.8832177400019,偏重大型股(多)
2025-10-08,TAIEX,26999.82,27063.68,63.86000000000058,27110.43,26883.99,226.4399999999987,8261189883,-0.11632329233678708,8231955618.6,2025-10-07,9348656371.0,8188814703.5,2025-10-07,9348656371.0,8220074163.95,2025-09-19,9787714693.0,0.0023652009531915613,0.0017244285686357612,0.7320701534606886,0.004308512240928452,1.8138114625743353,,26679.597999999998,26326.68,25882.915,0.014396093974129677,0.027994414791382732,0.04561947524071378,4712.75287964,-153.14718837,-140.94387269,-43.46217344,31.25885776,3.626560000000154,213.38062837000044,偏重大型股(多)
2025-10-09,TAIEX,27301.61,27301.92,0.3099999999976717,27463.12,27253.07,210.04999999999927,9444331803,0.14321688966799892,8584863729.0,2025-10-09,9444331803.0,8238223239.2,2025-10-09,9444331803.0,8287703605.15,2025-09-19,9787714693.0,1.13546417225091e-05,0.0058696899696757225,520.0000000039079,0.0017810837457945426,156.58064516246915,237.9300000000003,26943.4,26432.135,26005.252,0.013306412702182975,0.0329063467631351,0.049861774075482826,5826.70484489,81.13042293,44.51256397,-23.71509167,60.33295063,20.235709999999926,-101.05613293000225,偏重小型股(空)
