日期,股票代號,開盤價,收盤價,收盤-開盤,最高價,最低價,日振幅,漲跌幅(%),成交量,量增率(%),5日均量,5日最大量_日期,5日最大量,10日均量,10日最大量_日期,10日最大量,20日均量,20日最大量_日期,20日最大量,實體(%),上影(%),下影(%),K線型態,跳空缺口,5日平均,10日平均,20日平均,5日上升幅度,10日上升幅度,20日上升幅度,5日扣抵值,5日扣抵影響(%),10日扣抵值,10日扣抵影響(%),20日扣抵值,20日扣抵影響(%),均線得分,均線方向,均線排列,均線距離(%),均線狀態,趨勢強度說明,趨勢等級,5日乖離,10日乖離,20日乖離,總成交金額(億),法人總買超(億),買超-外資(億),買超-投信(億),買超-自營商(億),買超-融資(億),資金走向,資金走向判讀
2025-08-15,TAIEX,24266.23,24334.48,68.25,24385.56,24164.43,221.13000000000102,,7913302231,,,,,,,,,,,0.30864197530864057,0.23099534210646006,0.4603626825848994,🟥 中實體K,,,,,,,,,,,,,,0,糾結,糾結,,正常,❓ 趨勢不明,0.0,,,,4542.17776031,45.92053654,53.73846115,-33.56859132,25.750666709999997,,,
2025-08-18,TAIEX,24272.55,24482.52,209.97000000000116,24515.65,24257.3,258.3500000000022,0.006083548939611649,8459665044,0.06904359230204157,,,,,,,,,,0.8127346622798506,0.12823688794271623,0.05902844977743322,🟥 長紅K,,,,,,,,,,,,,,0,糾結,糾結,,正常,❓ 趨勢不明,0.0,,,,4578.68280041,63.78491052,46.38950093,17.31672993,0.0786796600000006,15.696100000000115,130.48898948000107,偏重大型股(多)
2025-08-19,TAIEX,24493.92,24353.5,-140.41999999999825,24551.42,24324.29,227.12999999999738,-0.005269882348712487,8279842992,-0.021256403304943904,,,,,,,,,,0.6182362523664856,0.2531589838418556,0.1286047637916588,🟩 長黑K,,,,,,,,,,,,,,0,糾結,糾結,,正常,❓ 趨勢不明,0.0,,,,4778.89208524,-187.59116621,-110.07665546,-16.42414216,-61.09036859,3.0321399999997993,44.13902621000196,偏重大型股(多)
2025-08-20,TAIEX,24309.27,23625.44,-683.8300000000017,24309.27,23620.24,689.0299999999988,-0.02989549756708487,8611743600,0.04008537460440772,,,,,,,,,,0.992453158788446,0.0,0.007546841211554066,🟩 長黑K,-44.22999999999956,,,,,,,,,,,,,0,糾結,糾結,,正常,❓ 趨勢不明,0.0,,,,5722.37896405,-690.28137637,-626.68571933,-27.34736666,-36.24829038,-12.57739999999967,19.0287763699979,偏重大型股(多)
2025-08-21,TAIEX,23739.83,23962.13,222.29999999999927,24011.5,23739.83,271.66999999999825,0.014251163152940319,6990398614,-0.18827139558590666,8050990496.2,2025-08-20,8611743600.0,,,,,,,0.8182721684396537,0.18172783156034636,0.0,🟥 長紅K,,24151.614,,,,,,24334.48,-0.015539102742535765,,,,,0,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,-0.007845604024642011,,,4206.7385506,-60.683256,-100.78910548,16.04056355,24.06528593,27.67744999999968,255.3058059999996,偏重大型股(多)
2025-08-22,TAIEX,24033.02,23764.47,-268.5499999999993,24071.65,23764.47,307.1800000000003,-0.008248849330172227,6571719689,-0.059893426415124885,7782673987.8,2025-08-20,8611743600.0,,,,,,,0.8742431147861157,0.1257568852138843,0.0,🟩 長黑K,,24037.612,,,-114.00200000000041,,,24482.52,-0.030215275156567734,,,,,-1,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,-0.011363108781354813,,,3697.32364563,-185.88523469,-163.97993687,-11.63084639,-10.27445143,-1.6186999999999898,-81.04606530999928,偏重小型股(空)
2025-08-25,TAIEX,24108.81,24277.38,168.5699999999997,24362.02,24108.75,253.27000000000044,0.021583060762558552,7201907890,0.09589395634978673,7531122557.0,2025-08-20,8611743600.0,,,,,,,0.6655742883089171,0.334188810360482,0.0002369013306009775,🟥 長紅K,75.79000000000087,23996.584,,,-41.028000000002066,,,24353.5,-0.0031354289466161084,,,,,-1,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,0.011701498846669264,,,4318.2564454,330.8039809,241.14791914,32.3160625,57.33999926,23.89399000000003,-186.12797090000032,偏重小型股(空)
2025-08-26,TAIEX,24237.36,24305.1,67.73999999999796,24382.42,24113.03,269.3899999999994,0.0011418036048369933,8259451660,0.14684216823550628,7527044290.6,2025-08-20,8611743600.0,,,,,,,0.2514569954341219,0.2870188202977092,0.4615241842681689,🟥 中實體K,,23986.904000000002,,,-9.679999999996653,,,23625.44,0.027963678404943813,,,,,-1,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,0.013265405156080011,,,5320.63118603,-136.09501837,-145.08100864,-24.25226828,33.23825855,13.26854000000003,190.56647836999792,偏重大型股(多)
2025-08-27,TAIEX,24449.81,24519.9,70.09000000000015,24539.88,24410.08,129.79999999999927,0.0088376513571227,7675360712,-0.07071788443641064,7339767713.0,2025-08-26,8259451660.0,,,,,,,0.5399845916795111,0.1539291217257294,0.3060862865947595,🟥 中實體K,144.71000000000276,24165.796,,,178.8919999999962,,,23962.13,0.022747645789746303,,,,,1,糾結,糾結,0.0,糾結,🤝 盤整區間,0.0,0.014653107226428751,,,4673.02614203,74.69544072,-19.47570889,-16.47591422,110.64706383000001,30.44995000000017,-35.05539072000002,偏重小型股(空)
2025-08-28,TAIEX,24468.12,24236.45,-231.66999999999825,24502.37,24236.45,265.91999999999825,-0.011559998205539204,7619400963,-0.007290829851489591,7465568182.8,2025-08-26,8259451660.0,7758279339.5,2025-08-20,8611743600.0,,,,0.8712018652226226,0.1287981347773775,0.0,🟩 長黑K,,24220.660000000003,24186.137,,54.864000000005035,,,23764.47,0.019473974117496563,24334.48,-0.0040447342742026505,,,1,糾結,糾結,0.14263699372633426,糾結,🤝 盤整區間,0.0,0.0006519227799736768,0.0020802412555589976,,4491.97099212,-136.2945374,-95.20531049,-27.60035692,-13.488869990000001,19.263590000000022,-114.63905259999828,偏重小型股(空)
2025-08-29,TAIEX,24438.03,24233.1,-204.9300000000003,24570.15,24233.1,337.0500000000029,-0.00013822156297651605,7716714041,0.01277174917983116,7694567053.2,2025-08-26,8259451660.0,7738620520.5,2025-08-20,8611743600.0,,,,0.6080106809078728,0.3919893190921272,0.0,🟩 長黑K,,24314.386000000002,24175.999,,93.72599999999875,-10.13799999999901,,24277.38,-0.0018272528071110372,24482.52,-0.01029253376579975,,,0,糾結,糾結,0.5707811971383706,正常,❓ 趨勢不明,0.0,-0.0033431236963994766,0.002361887920329528,,4783.48167874,-86.36365019,-86.35002338,-3.35109173,3.3374649200000004,20.950329999999667,-139.51667980999997,偏重小型股(空)
2025-09-01,TAIEX,24143.37,24071.73,-71.63999999999942,24312.83,23885.41,427.4200000000019,-0.006659073746239605,7882519521,0.02148653936365296,7830689379.4,2025-08-26,8259451660.0,7680905968.2,2025-08-20,8611743600.0,,,,0.16761031304103483,0.3964718543821113,0.4359178325768539,🟩 中實體K,,24273.256,24134.920000000002,,-41.13000000000102,-41.078999999997905,,24305.1,-0.009694774741989836,24353.5,-0.0117054320566075,,,-2,下彎,糾結,0.5715398159186965,正常,❓ 趨勢不明,0.0,-0.008302388439359007,-0.0026181980300743622,,5225.38354934,-215.93857824,-76.66900296,-30.59842787,-108.67114740999999,-31.80284999999958,176.10142824000016,偏重大型股(多)
2025-09-02,TAIEX,24113.9,24016.78,-97.12000000000262,24295.03,23890.33,404.6999999999971,-0.002282760732195016,6868073676,-0.1286956337117075,7552413782.6,2025-09-01,7882519521.0,7539729036.6,2025-08-20,8611743600.0,,,,0.2399802322708261,0.44756609834444944,0.31245366938472446,🟩 中實體K,,24215.591999999997,24101.248,,-57.66400000000431,-33.6720000000023,,24519.9,-0.020948686709875455,23625.44,0.01629444080347158,,,-2,下彎,糾結,0.4733090988566195,糾結,🤝 盤整區間,0.0,-0.008210082165242877,-0.0035047147765958327,,4202.49878093,10.96898955,77.8623953,-61.0268347,-5.86657105,-1.3441000000002532,-106.74488955000237,偏重小型股(空)
2025-09-03,TAIEX,24036.88,24100.3,63.419999999998254,24103.23,23925.49,177.73999999999796,0.0034775685999538838,6215237843,-0.09505370265337847,7260389208.8,2025-09-01,7882519521.0,7300078460.9,2025-08-26,8259451660.0,,,,0.35681332283109585,0.016484753010016454,0.6267019241588877,🟥 中實體K,,24131.672,24148.734,,-83.91999999999825,47.486000000000786,,24236.45,-0.005649307270034044,23962.13,0.005733123654062326,,,0,糾結,糾結,0.07067877598213121,糾結,🤝 盤整區間,0.0,-0.0013000342454513468,-0.0020056537953501456,,3751.54827165,99.82870499,81.99762036,-6.37699825,24.20808288,20.203939999999875,-56.61264499000163,偏重小型股(空)
2025-09-04,TAIEX,24235.27,24179.85,-55.42000000000189,24389.35,24168.16,221.1899999999987,0.003300788786861544,7455297262,0.1995192220031667,7227568468.6,2025-09-01,7882519521.0,7346568325.7,2025-08-26,8259451660.0,,,,0.25055382250554825,0.6965956869659524,0.0528504905284993,🟩 流星線,79.54999999999927,24120.352000000003,24170.506,,-11.319999999996071,21.772000000000844,,24233.1,-0.002202246912201689,23764.47,0.01717876661765881,,,0,糾結,糾結,0.20771633421795332,糾結,🤝 盤整區間,0.0,0.00246671358693256,0.00038658685920755327,,4505.47881333,116.33833868,118.08136125,-15.45453579,13.71151322,5.087550000000192,-176.84588868000208,偏重小型股(空)
2025-09-05,TAIEX,24244.26,24494.58,250.32000000000335,24494.58,24244.26,250.32000000000335,0.013016209777976424,6973379276,-0.06464101551743062,7078901515.6,2025-09-01,7882519521.0,7386734284.4,2025-08-26,8259451660.0,,,,1.0,0.0,0.0,🟥 長紅K,,24172.647999999997,24243.517,,52.29599999999482,73.0109999999986,,24071.73,0.01726300267242803,24277.38,0.008867267779239355,,,2,上揚,糾結,0.29274933278999865,糾結,🤝 盤整區間,0.0,0.013318027880106656,0.010355881945676526,,4265.69974111,330.24810722,282.81116909,-4.33975608,51.77669421,29.403260000000046,-109.33136721999671,偏重小型股(空)
2025-09-08,TAIEX,24610.85,24547.38,-63.469999999997526,24729.96,24547.38,182.5799999999981,0.0021555789076603588,7768998687,0.11409381011846745,7056197348.8,2025-09-08,7768998687.0,7443443364.1,2025-08-26,8259451660.0,,,,0.3476284368495902,0.6523715631504098,0.0,🟩 中實體K,52.79999999999927,24267.778,24270.517,,95.13000000000102,27.0,,24016.78,0.021615341433586892,24305.1,0.009869892428438491,,,2,上揚,糾結,0.011285934126863736,糾結,🤝 盤整區間,0.0,0.01152153279134178,0.011407379579100074,,4431.85374596,159.96611405,146.18525216,-12.20126071,25.9821226,20.284589999999753,-243.72070404999727,偏重小型股(空)
2025-09-09,TAIEX,24650.46,24855.18,204.72000000000116,24880.07,24650.46,229.61000000000058,0.01253901638382586,8091742979,0.04154258547373082,7300931209.4,2025-09-09,8091742979.0,7426672496.0,2025-09-09,8091742979.0,,,,0.8915987979617641,0.10840120203823594,0.0,🟥 長紅K,,24435.458000000002,24325.525,,167.68000000000393,55.00800000000163,,24100.3,0.030371133904481925,24519.9,0.01348934105486256,,,2,上揚,糾結,0.4509055939253763,糾結,🤝 盤整區間,0.0,0.017176760100015228,0.021773630784947037,,5125.34389842,385.26893843,356.53694959,-17.82067231,46.55266115,10.265940000000228,-190.81487842999906,偏重小型股(空)
2025-09-10,TAIEX,25032.88,25192.59,159.70999999999913,25272.23,25032.88,239.34999999999854,0.013575037477097323,8693632992,0.07438323418848669,7796610239.2,2025-09-10,8693632992.0,7528499724.0,2025-09-10,8693632992.0,,,,0.6672655107583042,0.33273448924169585,0.0,🟥 長紅K,177.70000000000073,24653.916,24392.794,,218.45799999999872,67.26900000000023,,24179.85,0.04019991592765974,24236.45,0.03795322354708267,,,2,上揚,糾結,1.06478905516802,正常,❓ 趨勢不明,0.0,0.021849429518620858,0.03278820786171516,,5404.70187649,576.74044343,489.47944283,-27.2738524,114.534853,24.260310000000118,-441.290753430001,偏重小型股(空)
2025-09-11,TAIEX,25509.3,25215.71,-293.59000000000015,25541.44,25174.13,367.3099999999977,0.0009177301738328207,9553641157,0.09892390969246014,8216279018.2,2025-09-11,9553641157.0,7721923743.4,2025-09-11,9553641157.0,7740101541.45,2025-09-11,9553641157.0,0.7992975960360513,0.08750102093599309,0.1132013830279556,🟩 長黑K,,24861.088,24490.72,24338.4285,207.17199999999866,97.92599999999948,,24494.58,0.0285984412098647,24233.1,0.03896816706727673,24334.48,0.03494765763089755,2,上揚,多頭排列,2.1277968079258285,發散,🚀 強勢多頭,3.0,0.014264138399735338,0.02960264132700051,0.036045116881724605,6094.94103234,285.01291028,329.99661731,-62.71656501,17.73285798,-41.08273000000008,-537.5201802800001,偏重小型股(空)
2025-09-12,TAIEX,25349.7,25474.64,124.93999999999869,25492.28,25349.7,142.5799999999981,0.01026859842534675,7830621434,-0.1803521500006869,8387727449.8,2025-09-11,9553641157.0,7733314482.7,2025-09-11,9553641157.0,7735967501.6,2025-09-11,9553641157.0,0.8762799831673471,0.12372001683265291,0.0,🟥 長紅K,,25057.1,24614.874,24395.436500000003,196.0119999999988,124.15399999999863,57.00800000000163,24547.38,0.03639933675215816,24071.73,0.055070846928553255,24482.52,0.03894539824704094,3,上揚,多頭排列,2.6799782611543916,發散,🚀 強勢多頭,3.0,0.01666354047355843,0.034928718302600276,0.0442379254005148,4950.51339127,256.70421666,265.38500007,-58.10072034,49.41993693,-2.3989999999998872,-129.3652166600014,偏重小型股(空)
2025-09-15,TAIEX,25494.1,25357.16,-136.9399999999987,25519.94,25284.17,235.77000000000044,-0.004611645149843121,6958333955,-0.11139441311932026,8225594503.4,2025-09-11,9553641157.0,7640895926.1,2025-09-11,9553641157.0,7660900947.15,2025-09-11,9553641157.0,0.5808202909615237,0.10959833736268439,0.3095813716757919,🟩 中實體K,,25219.056,24743.416999999998,24439.1685,161.95600000000195,128.54299999999785,43.73199999999633,24855.18,0.01979638098272833,24016.78,0.05286002060167625,24353.5,0.039580930987539606,3,上揚,多頭排列,3.1446382805949273,發散,🚀 強勢多頭,3.0,0.005476176427856751,0.02480429441091351,0.03756230495321476,4078.91369036,-47.03837224,25.46248589,-82.46829092,9.96743279,-14.042320000000018,-75.85930775999867,偏重小型股(空)
2025-09-16,TAIEX,25335.46,25629.64,294.1800000000003,25664.81,25335.46,329.3500000000022,0.010745682876158038,7560459055,0.08653294077202708,8119337718.6,2025-09-11,9553641157.0,7710134464.0,2025-09-11,9553641157.0,7624931750.3,2025-09-11,9553641157.0,0.8932139061788321,0.10678609382116794,0.0,🟥 長紅K,,25373.947999999997,24904.703,24502.9755,154.8919999999962,161.2860000000037,63.8070000000007,25192.59,0.017052522001869682,24100.3,0.059670756202584205,23625.44,0.07819852327227385,3,上揚,多頭排列,3.4940634782796396,發散,🚀 強勢多頭,3.0,0.010076949791179629,0.029108437872156036,0.04598072181070413,4551.07630117,235.9128667,270.03531062,-45.13790695,11.015463030000001,16.460249999999633,41.80688330000066,偏重大型股(多)
2025-09-17,TAIEX,25543.91,25438.25,-105.65999999999985,25632.07,25422.96,209.11000000000058,-0.007467525880191818,7849906030,0.038284312221567876,7950592326.2,2025-09-11,9553641157.0,7873601282.7,2025-09-11,9553641157.0,7586839871.8,2025-09-11,9553641157.0,0.5052843001291165,0.4215962890344776,0.07311941083640587,🟩 中實體K,,25423.079999999998,25038.498,24593.616,49.132000000001426,133.79499999999825,90.64050000000134,25215.71,0.008748243295038018,24179.85,0.04946881173036673,23962.13,0.05802757658250858,3,上揚,多頭排列,3.3154161189697136,發散,🚀 強勢多頭,3.0,0.0005967018944990888,0.015965494415839176,0.034343628037454846,4396.87060953,-116.34659183,-57.34012058,-53.14277279,-5.86369846,-9.874599999999646,20.561191829999785,偏重大型股(多)
2025-09-18,TAIEX,25543.17,25769.36,226.19000000000233,25769.36,25475.25,294.1100000000006,0.013016225565831006,8339290249,0.06234268501173383,7707722144.6,2025-09-18,8339290249.0,7962000581.4,2025-09-11,9553641157.0,7654284453.55,2025-09-11,9553641157.0,0.769065995715895,0.0,0.230934004284105,🟥 長紅K,,25533.81,25197.449,24683.9775,110.7300000000032,158.95100000000093,90.36149999999907,25474.64,0.01143683816749819,24494.58,0.049468826544392205,23764.47,0.07780131132476706,3,上揚,多頭排列,3.380613279652052,發散,🚀 強勢多頭,3.0,0.009225023605956152,0.022697178591372484,0.043971134716842115,4673.74300986,172.28408262,121.53720716,-49.87795065,100.62482610999999,19.393529999999828,34.51238738000251,偏重大型股(多)
2025-09-19,TAIEX,25794.66,25578.37,-216.29000000000087,25864.01,25578.37,285.6399999999994,-0.007411515070611051,9787714693,0.17368677678219518,8099140796.4,2025-09-19,9787714693.0,8243434123.1,2025-09-19,9787714693.0,7815084203.75,2025-09-19,9787714693.0,0.7572118750875274,0.24278812491247265,0.0,🟩 長黑K,,25554.556,25305.828,24774.6725,20.745999999999185,108.37900000000081,90.69499999999971,25357.16,0.008648322782100624,24547.38,0.040307103228235344,24277.38,0.050862897049342784,3,上揚,多頭排列,3.093341379337767,發散,🚀 強勢多頭,3.0,0.0009318886229132092,0.01076993015205816,0.03244028755576883,6196.94769912,-122.67657124,-157.45036443,-19.37327805,54.14707124,20.261959999999817,-113.87538876000069,偏重小型股(空)
2025-09-22,TAIEX,25599.6,25880.6,281.0,25887.69,25599.6,288.09000000000015,0.01181584283908629,7847993700,-0.19817915150175497,8277072745.4,2025-09-19,9787714693.0,8251333624.4,2025-09-19,9787714693.0,7847388494.25,2025-09-19,9787714693.0,0.9753896351834491,0.024610364816550875,0.0,🟥 長紅K,,25659.244,25439.15,24854.8335,104.68799999999828,133.32200000000012,80.16100000000006,25629.64,0.009696838558611436,24855.18,0.03962118343469619,24305.1,0.06087571385516565,3,上揚,多頭排列,3.177259978846842,發散,🚀 強勢多頭,3.0,0.00862675455286211,0.017353174143003875,0.041270302615384565,4820.61403631,-41.51157011,-66.50808558,-52.64117265,77.63768812,36.23610000000008,286.2754701099999,偏重大型股(多)
2025-09-23,TAIEX,26121.0,26247.37,126.36999999999898,26307.3,26041.69,265.6100000000006,0.014171618896007066,8950246446,0.14045025877123218,8555030223.6,2025-09-19,9787714693.0,8337183971.1,2025-09-19,9787714693.0,7881928233.55,2025-09-19,9787714693.0,0.475772749519968,0.2256315650766167,0.2985956854034153,🟥 中實體K,240.40000000000146,25782.79,25578.369,24951.947,123.5460000000021,139.21899999999732,97.11349999999948,25438.25,0.03082670759013185,25192.59,0.040186121504745,24519.9,0.06581497498606517,3,上揚,多頭排列,3.26618733091535,發散,🚀 強勢多頭,3.0,0.018018996392554804,0.026154951474818437,0.051916710146907526,5470.0484744,122.74599104,106.38719207,-15.69628564,32.05508461,3.429239999999936,0.19476895999903832,偏重大型股(多)
2025-09-24,TAIEX,26389.16,26196.73,-192.4300000000003,26394.03,26045.47,348.5599999999977,-0.0019293361582512617,7897848080,-0.1175831718544837,8564618633.6,2025-09-19,9787714693.0,8257605479.9,2025-09-19,9787714693.0,7893052601.95,2025-09-19,9787714693.0,0.5520713793894927,0.013971769566212457,0.4339568510442948,🟩 中實體K,,25934.485999999997,25678.783,25035.788500000002,151.69599999999627,100.41400000000067,83.84150000000227,25769.36,0.0163138681812577,25215.71,0.03744818532694731,24236.45,0.07482918669620212,3,上揚,多頭排列,3.5174502961109266,發散,🚀 強勢多頭,3.0,0.010111787062215247,0.020170231587688565,0.0463712776611768,5151.87636594,-145.65959202,-129.50186461,-85.66887088,69.51114347000001,18.49413000000004,-65.26453798000034,偏重小型股(空)
2025-09-25,TAIEX,26067.97,26023.85,-44.12000000000262,26247.85,26023.85,224.0,-0.006599296935151869,8846470892,0.1201115547413771,8666054762.2,2025-09-19,9787714693.0,8186888453.4,2025-09-19,9787714693.0,7954406098.4,2025-09-19,9787714693.0,0.19696428571429742,0.8030357142857026,0.0,🟩 流星線,,25985.384,25759.596999999998,25125.158499999998,50.89800000000105,80.81399999999849,89.36999999999534,25578.37,0.01711814354909053,25474.64,0.021104102582823032,24233.1,0.06881187833468146,3,上揚,多頭排列,3.3571898227139316,發散,🚀 強勢多頭,3.0,0.0014802936912535274,0.010258429120610878,0.03576859027575889,5032.04151623,53.82828825,1.06720086,-17.41264243,70.17372982,6.144790000000285,-104.0930782500029,偏重小型股(空)
2025-09-26,TAIEX,25998.28,25580.32,-417.9599999999991,25998.28,25469.04,529.239999999998,-0.017043212284116257,8334201118,-0.05790668168741203,8375352047.2,2025-09-23,8950246446.0,8237246421.8,2025-09-19,9787714693.0,7985280452.25,2025-09-19,9787714693.0,0.7897362255309515,0.0,0.21026377446904856,🟩 長黑K,-25.56999999999971,25985.773999999998,25770.165,25192.5195,0.3899999999994179,10.56800000000294,67.36100000000079,25880.6,-0.01173871163456903,25357.16,0.008723893993507504,24071.73,0.05897463362459892,3,上揚,多頭排列,3.092672090370722,發散,🚀 強勢多頭,3.0,-0.015602921814066341,-0.007366852327100007,0.015393478210863397,5000.52396638,-353.35558189,-251.57852509,-56.52013477,-45.25692203,-37.177540000000135,-27.426878109998995,偏重小型股(空)
